doc_id,page_no,provider,statement_type,row_label_raw,row_label_std,normalized_label,candidate_code,candidate_name,candidate_rank,candidate_score,candidate_method,relation_type,review_required,source_cell_ref,meta_json
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期投资:,长期投资,长期投资,ZT_042,其他长期投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:16-16:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期投资:,长期投资,长期投资,ZT_039,长期股权投资,2,0.673333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:16-16:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期投资:,长期投资,长期投资,ZT_042,其他长期投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:16-16:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期投资:,长期投资,长期投资,ZT_039,长期股权投资,2,0.673333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:16-16:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_036,债权投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:18-18:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_039,长期股权投资,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:18-18:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_036,债权投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:18-18:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_039,长期股权投资,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:18-18:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产:,固定资产,固定资产,ZT_045,固定资产净额,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:20-20:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产:,固定资产,固定资产,ZT_046,固定资产原值,2,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:20-20:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产:,固定资产,固定资产,ZT_049,固定资产清理,3,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:20-20:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产:,固定资产,固定资产,ZT_045,固定资产净额,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:20-20:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产:,固定资产,固定资产,ZT_046,固定资产原值,2,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:20-20:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产:,固定资产,固定资产,ZT_049,固定资产清理,3,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:20-20:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产原价,固定资产原价,固定资产原价,ZT_046,固定资产原值,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:21-21:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产原价,固定资产原价,固定资产原价,ZT_046,固定资产原值,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:21-21:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,减:累计折旧,减:累计折旧,:累计折旧,ZT_047,减:累计折旧,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:aliyun_table:0:22-22:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,减:累计折旧,减:累计折旧,:累计折旧,ZT_047,减:累计折旧,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:aliyun_table:0:22-22:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_045,固定资产净额,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:23-23:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_046,固定资产原值,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:23-23:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_045,固定资产净额,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:23-23:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_046,固定资产原值,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:23-23:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,减:固定资产减值准备,减:固定资产减值准备,:固定资产减值准备,ZT_048,减:固定资产减值准备,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:aliyun_table:0:24-24:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,减:固定资产减值准备,减:固定资产减值准备,:固定资产减值准备,ZT_048,减:固定资产减值准备,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:aliyun_table:0:24-24:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产合计,固定资产合计,固定资产合计,ZT_044,固定资产及清理合计,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:29-29:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,固定资产合计,固定资产合计,固定资产合计,ZT_044,固定资产及清理合计,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:29-29:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,其他长期资产,其他长期资产,其他长期资产,ZT_042,其他长期投资,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:33-33:2-2,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,其他长期资产,其他长期资产,其他长期资产,ZT_042,其他长期投资,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:33-33:3-3,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,预计负债,预计负债,预计负债,ZT_091,预计流动负债,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:13-13:6-6,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,预计负债,预计负债,预计负债,ZT_091,预计流动负债,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:aliyun_table:0:13-13:7-7,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期负债合计,长期负债合计,长期负债合计,ZT_119,负债合计,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:24-24:6-6,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,长期负债合计,长期负债合计,长期负债合计,ZT_119,负债合计,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:24-24:7-7,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,股东权益:,股东权益,股东权益,ZT_135,少数股东权益,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:29-29:6-6,
债务人审计报告-2022年,4,aliyun_table,balance_sheet,股东权益:,股东权益,股东权益,ZT_135,少数股东权益,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:aliyun_table:0:29-29:7-7,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期投资:,长期投资,长期投资,ZT_042,其他长期投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:16-16:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期投资:,长期投资,长期投资,ZT_039,长期股权投资,2,0.673333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:16-16:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期投资:,长期投资,长期投资,ZT_042,其他长期投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:16-16:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期投资:,长期投资,长期投资,ZT_039,长期股权投资,2,0.673333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:16-16:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_036,债权投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:18-18:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_039,长期股权投资,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:18-18:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_036,债权投资,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:18-18:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期债权投资,长期债权投资,长期债权投资,ZT_039,长期股权投资,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:18-18:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产:,固定资产,固定资产,ZT_045,固定资产净额,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产:,固定资产,固定资产,ZT_046,固定资产原值,2,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产:,固定资产,固定资产,ZT_049,固定资产清理,3,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产:,固定资产,固定资产,ZT_045,固定资产净额,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产:,固定资产,固定资产,ZT_046,固定资产原值,2,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产:,固定资产,固定资产,ZT_049,固定资产清理,3,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产原价,固定资产原价,固定资产原价,ZT_046,固定资产原值,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:21-21:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产原价,固定资产原价,固定资产原价,ZT_046,固定资产原值,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:21-21:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,减:累计折旧,减:累计折旧,:累计折旧,ZT_047,减:累计折旧,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:tencent_table_v3:5:22-22:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,减:累计折旧,减:累计折旧,:累计折旧,ZT_047,减:累计折旧,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:tencent_table_v3:5:22-22:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_045,固定资产净额,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:23-23:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_046,固定资产原值,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:23-23:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_045,固定资产净额,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:23-23:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产净值,固定资产净值,固定资产净值,ZT_046,固定资产原值,2,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:23-23:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,减:固定资产减值准备,减:固定资产减值准备,:固定资产减值准备,ZT_048,减:固定资产减值准备,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:tencent_table_v3:5:24-24:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,减:固定资产减值准备,减:固定资产减值准备,:固定资产减值准备,ZT_048,减:固定资产减值准备,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:4:tencent_table_v3:5:24-24:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产合计,固定资产合计,固定资产合计,ZT_044,固定资产及清理合计,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:29-29:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,固定资产合计,固定资产合计,固定资产合计,ZT_044,固定资产及清理合计,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:29-29:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,其他长期资产,其他长期资产,其他长期资产,ZT_042,其他长期投资,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:33-33:2-2,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,其他长期资产,其他长期资产,其他长期资产,ZT_042,其他长期投资,1,0.708333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:33-33:3-3,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,预计负债,预计负债,预计负债,ZT_091,预计流动负债,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:13-13:6-6,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,预计负债,预计负债,预计负债,ZT_091,预计流动负债,1,0.673333,token_overlap,,False,债务人审计报告-2022年:4:tencent_table_v3:5:13-13:7-7,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期负债合计,长期负债合计,长期负债合计,ZT_119,负债合计,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:24-24:6-6,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,长期负债合计,长期负债合计,长期负债合计,ZT_119,负债合计,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:24-24:7-7,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,股东权益:,股东权益,股东权益,ZT_135,少数股东权益,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:29-29:6-6,
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,股东权益:,股东权益,股东权益,ZT_135,少数股东权益,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:4:tencent_table_v3:5:29-29:7-7,
债务人审计报告-2022年,5,aliyun_table,unknown,主营业务税金及附加,主营业务税金及附加,主营业务税金及附加,ZT_145,营业税金及附加,1,0.753472,token_overlap,,False,债务人审计报告-2022年:5:aliyun_table:0:3-3:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,主营业务税金及附加,主营业务税金及附加,主营业务税金及附加,ZT_145,营业税金及附加,1,0.753472,token_overlap,,False,债务人审计报告-2022年:5:aliyun_table:0:3-3:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,加:其他业务利润,加:其他业务利润,:其他业务利润,ZT_169,其他业务利润,1,0.857692,fuzzy_sequence,,False,债务人审计报告-2022年:5:aliyun_table:0:5-5:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,加:其他业务利润,加:其他业务利润,:其他业务利润,ZT_169,其他业务利润,1,0.857692,fuzzy_sequence,,False,债务人审计报告-2022年:5:aliyun_table:0:5-5:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,"三,营业利润","三,营业利润","三,营业利润",ZT_174,营业利润,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:9-9:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,"三,营业利润","三,营业利润","三,营业利润",ZT_174,营业利润,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:9-9:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,加:投资收益,加:投资收益,:投资收益,ZT_162,投资收益,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:10-10:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,加:投资收益,加:投资收益,:投资收益,ZT_162,投资收益,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:10-10:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,营业外收入,营业外收入,营业外收入,ZT_175,加:营业外收入,1,0.841667,fuzzy_sequence,,False,债务人审计报告-2022年:5:aliyun_table:0:12-12:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,营业外收入,营业外收入,营业外收入,ZT_138,营业收入,2,0.768889,token_overlap,,False,债务人审计报告-2022年:5:aliyun_table:0:12-12:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,营业外收入,营业外收入,营业外收入,ZT_137,营业总收入,3,0.673333,token_overlap,,False,债务人审计报告-2022年:5:aliyun_table:0:12-12:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,营业外收入,营业外收入,营业外收入,ZT_175,加:营业外收入,1,0.841667,fuzzy_sequence,,False,债务人审计报告-2022年:5:aliyun_table:0:12-12:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,营业外收入,营业外收入,营业外收入,ZT_138,营业收入,2,0.768889,token_overlap,,False,债务人审计报告-2022年:5:aliyun_table:0:12-12:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,营业外收入,营业外收入,营业外收入,ZT_137,营业总收入,3,0.673333,token_overlap,,False,债务人审计报告-2022年:5:aliyun_table:0:12-12:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,减:营业外支出,减:营业外支出,:营业外支出,ZT_177,减:营业外支出,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:5:aliyun_table:0:13-13:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,减:营业外支出,减:营业外支出,:营业外支出,ZT_177,减:营业外支出,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:5:aliyun_table:0:13-13:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,"四,利润总额","四,利润总额","四,利润总额",ZT_179,利润总额,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:14-14:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,"四,利润总额","四,利润总额","四,利润总额",ZT_179,利润总额,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:14-14:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,减:所得税,减:所得税,:所得税,ZT_180,减:所得税,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:5:aliyun_table:0:15-15:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,减:所得税,减:所得税,:所得税,ZT_180,减:所得税,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:5:aliyun_table:0:15-15:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,"五,净利润","五,净利润","五,净利润",ZT_182,净利润,1,0.6725,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:16-16:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,"五,净利润","五,净利润","五,净利润",ZT_182,净利润,1,0.6725,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:16-16:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,加:期初未分配利润,加:期初未分配利润,:期初未分配利润,ZT_131,未分配利润,1,0.691827,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:17-17:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,加:期初未分配利润,加:期初未分配利润,:期初未分配利润,ZT_131,未分配利润,1,0.691827,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:17-17:3-3,
债务人审计报告-2022年,5,aliyun_table,unknown,"八,未分配利润","八,未分配利润","八,未分配利润",ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:30-30:2-2,
债务人审计报告-2022年,5,aliyun_table,unknown,"八,未分配利润","八,未分配利润","八,未分配利润",ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:aliyun_table:0:30-30:3-3,
债务人审计报告-2022年,5,tencent_table_v3,unknown,主营业务税金及附加,主营业务税金及附加,主营业务税金及附加,ZT_145,营业税金及附加,1,0.753472,token_overlap,,False,债务人审计报告-2022年:5:tencent_table_v3:5:3-3:2-2,
