row_label_std,normalized_label,occurrences,numeric_occurrences,amount_abs_total,example_source_cell_ref,top_candidate_code,top_candidate_name,top_candidate_score,top_candidate_method,meta_json
实收资本,实收资本,4,4,2800000000.0,债务人审计报告-2022年:4:aliyun_table:0:30-30:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
实收资本净额,实收资本净额,4,4,2800000000.0,债务人审计报告-2022年:4:aliyun_table:0:32-32:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
宣传费,宣传费,4,4,852281.58,债务人审计报告-2022年:16:aliyun_table:4:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
对股东的分配,对股东的分配,4,0,0,债务人审计报告-2022年:16:aliyun_table:0:10-10:1-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
工行泰兴新区支行,工行泰兴新区支行,4,2,1800000.0,债务人审计报告-2022年:14:aliyun_table:3:8-8:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
差旅费,差旅费,4,4,208908.68,债务人审计报告-2022年:17:aliyun_table:1:5-5:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
年初未分配利润,年初未分配利润,2,2,103754873.42,债务人审计报告-2022年:16:aliyun_table:0:5-5:1-2,ZT_131,未分配利润,0.758333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
年末未分配利润,年末未分配利润,4,3,214746077.74,债务人审计报告-2022年:16:aliyun_table:0:11-11:1-2,ZT_131,未分配利润,0.758333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
应付普通股股利,应付普通股股利,2,0,0,债务人审计报告-2022年:5:tencent_table_v3:5:28-28:2-2,ZT_085,应付股利,0.633333,token_overlap,"{""providers"":[""tencent_table_v3""],""statement_types"":[""unknown""]}"
应付普通股股禾,应付普通股股禾,2,0,0,债务人审计报告-2022年:5:aliyun_table:0:28-28:2-2,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""unknown""]}"
应付福利费,应付福利费,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:7-7:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
建信融通,建信融通,4,2,20000000.0,债务人审计报告-2022年:14:aliyun_table:3:5-5:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
待摊费用减少(减:增加),待摊费用减少,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:7-7:5-5,ZT_027,待摊费用,0.753333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
房屋建筑物,房屋建筑物,8,6,89088144.92,债务人审计报告-2022年:14:aliyun_table:2:8-8:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
房屋设备,房屋设备,4,4,0.195,债务人审计报告-2022年:10:aliyun_table:0:1-1:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
手续费支出,手续费支出,4,4,803910.44,债务人审计报告-2022年:17:aliyun_table:2:5-5:1-1,ZT_154,手续费及佣金支出,0.641827,token_overlap,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
投资所支付的现金,投资所支付的现金,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:19-19:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
投资损失(减:收益),投资损失,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:12-12:5-5,ZT_181,未确认投资损失,0.65,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
投资活动产生的现金流量净额,投资活动产生的现金流量净额,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:22-22:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
折旧费,折旧费,4,4,464786.76,债务人审计报告-2022年:17:aliyun_table:1:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
损赠,损赠,4,2,10000.0,债务人审计报告-2022年:17:aliyun_table:2:16-16:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
提取任意盈余公积,提取任意盈余公积,4,0,0,债务人审计报告-2022年:5:aliyun_table:0:27-27:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""unknown""]}"
提取企业发展基金,提取企业发展基金,4,1,2.0,债务人审计报告-2022年:5:aliyun_table:0:23-23:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""unknown""]}"
提取储备基金,提取储备基金,8,0,0,债务人审计报告-2022年:5:aliyun_table:0:22-22:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note"",""unknown""]}"
提取职工奖励及福利基金,提取职工奖励及福利基金,4,0,0,债务人审计报告-2022年:5:aliyun_table:0:21-21:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""unknown""]}"
支付的其他与投资活动有关的现金,支付的其他与投资活动有关的现金,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:20-20:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
支付的其他与筹资活动有关的现金,支付的其他与筹资活动有关的现金,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:30-30:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
支付的其他与经营活动有关的现金,支付的其他与经营活动有关的现金,2,2,883214931.56,债务人审计报告-2022年:6:aliyun_table:0:9-9:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
支付的各项税费,支付的各项税费,2,2,63215998.74,债务人审计报告-2022年:6:aliyun_table:0:8-8:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
支付给职工以及为职工支付的现金,支付给职工以及为职工支付的现金,2,2,10736518.38,债务人审计报告-2022年:6:aliyun_table:0:7-7:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
收到的其他与投资活动有关的现金,收到的其他与投资活动有关的现金,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:16-16:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
收到的其他与筹资活动有关的现金,收到的其他与筹资活动有关的现金,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:26-26:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
收到的其他与经营活动有关的现金,收到的其他与经营活动有关的现金,2,2,57546483.48,债务人审计报告-2022年:6:aliyun_table:0:4-4:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
收到的税费返还,收到的税费返还,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:3-3:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
收回投资所收到的现金,收回投资所收到的现金,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:13-13:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
教育费附加,教育费附加,2,2,0.06,债务人审计报告-2022年:12:aliyun_table:0:3-3:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
无形及其他资产,无形及其他资产,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:30-30:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
无形及其他资产合计,无形及其他资产合计,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:34-34:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
无形资产摊销,无形资产摊销,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:5-5:5-5,ZT_057,无形资产,0.753333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
未付工资,未付工资,6,2,210575.26,债务人审计报告-2022年:15:aliyun_table:1:10-10:0-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
机器设备,机器设备,12,10,14134016.77,债务人审计报告-2022年:10:aliyun_table:0:2-2:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
汇兑损失,汇兑损失,4,2,58301100.0,债务人审计报告-2022年:17:aliyun_table:2:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
江苏河海给排水成套设备有限公司,江苏河海给排水成套设备有限公司,4,4,179045351.9556,债务人审计报告-2022年:13:aliyun_table:4:5-5:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
泰兴市东城水处理工程有限公司,泰兴市东城水处理工程有限公司,4,4,46498054.5026,债务人审计报告-2022年:13:aliyun_table:2:5-5:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
泰州市海河环境工程咨询有限公司,泰州市海河环境工程咨询有限公司,4,4,190378393.4056,债务人审计报告-2022年:13:aliyun_table:4:4-4:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
泰州市科兴环境咨询有限公司,泰州市科兴环境咨询有限公司,4,4,228260000.1984,债务人审计报告-2022年:13:aliyun_table:4:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
湖北齐星工贸有限公司,湖北齐星工贸有限公司,4,4,58812600.1804,债务人审计报告-2022年:13:aliyun_table:2:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
滞纳金,滞纳金,2,1,12937.5,债务人审计报告-2022年:17:aliyun_table:2:15-15:1-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
环智股份有限公司,环智股份有限公司,6,3,689495400.9565,债务人审计报告-2022年:15:aliyun_table:2:7-7:0-2,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
现金及现金等价物净增加额,现金及现金等价物净增加额,2,2,11102562.64,债务人审计报告-2022年:6:aliyun_table:0:34-34:5-5,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
现金流入小计,现金流入小计,6,4,6826328446.78,债务人审计报告-2022年:6:aliyun_table:0:5-5:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
现金流出小计,现金流出小计,6,4,6756924784.14,债务人审计报告-2022年:6:aliyun_table:0:10-10:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
现金的期末余额,现金的期末余额,2,2,803401403.88,债务人审计报告-2022年:6:aliyun_table:0:30-30:5-5,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
短期投资,短期投资,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:3-3:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
秀所11.应付工资东洋会(普通仓,秀所11.应付工资东洋会(普通仓,6,0,0,债务人审计报告-2022年:15:aliyun_table:1:8-8:0-6,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
筹资活动产生的现金流量净额,筹资活动产生的现金流量净额,2,2,728643584.58,债务人审计报告-2022年:6:aliyun_table:0:32-32:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
累计折旧,累计折旧,8,0,0,债务人审计报告-2022年:14:aliyun_table:2:7-7:1-1,ZT_047,减:累计折旧,0.818889,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
经营性应付项目的增加(减:减少),经营性应付项目的增加,2,2,368085514.66,债务人审计报告-2022年:6:aliyun_table:0:16-16:5-5,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
经营性应收项目的减少(减:增加),经营性应收项目的减少,2,2,1165454539.5,债务人审计报告-2022年:6:aliyun_table:0:15-15:5-5,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
经营活动产生的现金流量净额,经营活动产生的现金流量净额,4,4,1318479843.88,债务人审计报告-2022年:6:aliyun_table:0:11-11:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
罚金,罚金,2,1,9620100.0,债务人审计报告-2022年:17:aliyun_table:2:14-14:1-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
股东权益,股东权益,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:29-29:6-6,ZT_135,少数股东权益,0.723333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
股东权益合计,股东权益合计,4,4,3094722992.74,债务人审计报告-2022年:4:aliyun_table:0:36-36:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
苏州农商行,苏州农商行,4,2,19000000.0,债务人审计报告-2022年:14:aliyun_table:3:6-6:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
苏州市新科新储运有限公司,苏州市新科新储运有限公司,6,3,28913216.1072,债务人审计报告-2022年:15:aliyun_table:1:6-6:0-2,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
营业外收入,营业外收入,4,2,0.04,债务人审计报告-2022年:5:aliyun_table:0:12-12:2-2,ZT_175,加:营业外收入,0.841667,fuzzy_sequence,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""unknown""]}"
融资租入固定资产,融资租入固定资产,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:25-25:5-5,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
负债及股东权益总计,负债及股东权益总计,4,4,8538593359.52,债务人审计报告-2022年:4:aliyun_table:0:37-37:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
财产保险费,财产保险费,4,4,85731899.91,债务人审计报告-2022年:17:aliyun_table:1:6-6:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
"购买商品,接受劳务支付的现金","购买商品,接受劳务支付的现金",2,2,5580600920.04,债务人审计报告-2022年:6:aliyun_table:0:6-6:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
"购建固定资产,无形资产和其他长期资产所支付的现金","购建固定资产,无形资产和其他长期资产所支付的现金",2,0,0,债务人审计报告-2022年:6:aliyun_table:0:18-18:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
转作股本的普通股股利,转作股本的普通股股利,4,0,0,债务人审计报告-2022年:5:aliyun_table:0:29-29:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""unknown""]}"
运输工具,运输工具,20,14,9980878.44,债务人审计报告-2022年:10:aliyun_table:0:4-4:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
运输费,运输费,2,2,551017.4,债务人审计报告-2022年:17:aliyun_table:0:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
递延税款贷项,递延税款贷项,6,0,0,债务人审计报告-2022年:4:aliyun_table:0:26-26:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet"",""cash_flow""]}"
递延税项,递延税项,8,0,0,债务人审计报告-2022年:4:aliyun_table:0:35-35:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
递延税项借项,递延税项借项,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:36-36:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
银行承兑汇票,银行承兑汇票,2,1,30700000.0,债务人审计报告-2022年:13:aliyun_table:0:6-6:1-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
"销售商品,提供劳务收到的现金","销售商品,提供劳务收到的现金",2,2,5820981963.3,债务人审计报告-2022年:6:aliyun_table:0:2-2:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
长安信托,长安信托,6,3,15000000.0,债务人审计报告-2022年:15:aliyun_table:2:12-12:0-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
长期债权投资,长期债权投资,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:18-18:2-2,ZT_036,债权投资,0.723333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
长期待摊费用摊销,长期待摊费用摊销,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:6-6:5-5,ZT_062,长期待摊费用,0.851429,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
长期投资,长期投资,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:16-16:2-2,ZT_042,其他长期投资,0.723333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
长期投资合计,长期投资合计,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:19-19:2-2,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
长期负债,长期负债,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:18-18:6-6,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
长期负债合计,长期负债合计,4,1,70000000.0,债务人审计报告-2022年:4:aliyun_table:0:24-24:6-6,ZT_119,负债合计,0.723333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
长江商业银行,长江商业银行,4,2,30000000.0,债务人审计报告-2022年:14:aliyun_table:3:3-3:1-1,,,0.0,,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""note""]}"
长江银行泰兴支行,长江银行泰兴支行,6,3,45000000.0,债务人审计报告-2022年:15:aliyun_table:2:11-11:0-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
项目,项目,28,0,0,债务人审计报告-2022年:13:aliyun_table:0:5-5:1-1,,,0.0,,"{""providers"":[""aliyun_table""],""statement_types"":[""note""]}"
预提费用增加(减:减少),预提费用增加,2,0,0,债务人审计报告-2022年:6:aliyun_table:0:8-8:5-5,ZT_090,预提费用,0.753333,prefix_suffix_heuristic,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""cash_flow""]}"
预计负债,预计负债,4,0,0,债务人审计报告-2022年:4:aliyun_table:0:13-13:6-6,ZT_091,预计流动负债,0.673333,token_overlap,"{""providers"":[""aliyun_table"",""tencent_table_v3""],""statement_types"":[""balance_sheet""]}"
